fips,pollutant,year,pred_wght,state_abbr,lat,lon
6001404900,o3,2002,55.49385074,CA,37.8039301,-122.2216035
6085504416,o3,2002,55.49262673,CA,37.4211685,-121.8766823
6085506803,o3,2002,55.49217362,CA,37.24232365,-121.9129279
6013305000,o3,2002,55.49135136,CA,38.01122769,-121.8158459
6085504418,o3,2002,55.49051214,CA,37.4313836,-121.8808878
6001443321,o3,2002,55.4900803,CA,37.48926088,-121.9246486
6085504421,o3,2002,55.48785054,CA,37.45105489,-121.9012404
6085502906,o3,2002,55.48672997,CA,37.24819942,-121.9012794
6085502909,o3,2002,55.48597441,CA,37.25690532,-121.8872024
6001443102,o3,2002,55.48525767,CA,37.50734379,-121.9272282
6001400200,o3,2002,55.48440152,CA,37.8483,-122.2495643
6085506804,o3,2002,55.48390989,CA,37.23984384,-121.9334847
6001423602,o3,2002,55.48167155,CA,37.86353893,-122.2587998
6001405100,o3,2002,55.48003581,CA,37.81148721,-122.2323595
6013390100,o3,2002,55.47919515,CA,37.9135253,-122.2933405
6001421700,o3,2002,55.47861051,CA,37.88147577,-122.2702345
6085504506,o3,2002,55.47828812,CA,37.45201713,-121.9153363
6095252705,o3,2002,55.47810057,CA,38.24790535,-121.9975996
6085504410,o3,2002,55.47467389,CA,37.40870767,-121.8789693
6085504414,o3,2002,55.47384621,CA,37.44143303,-121.8975978
6001423601,o3,2002,55.47283478,CA,37.85889531,-122.2585208
6085504413,o3,2002,55.47007923,CA,37.43818635,-121.9043046
6085504507,o3,2002,55.46954858,CA,37.43578105,-121.9130966
6001426200,o3,2002,55.46908076,CA,37.82446592,-122.2410516
6085507206,o3,2002,55.46665613,CA,37.24302915,-121.9836476
6085507808,o3,2002,55.46662703,CA,37.30235033,-122.0379544
6001423902,o3,2002,55.46545825,CA,37.85442107,-122.2570947
6013313102,o3,2002,55.46330025,CA,38.00351717,-121.8652565
6085506801,o3,2002,55.46311369,CA,37.24112608,-121.9564529
6085507100,o3,2002,55.46278833,CA,37.23279489,-121.9780637
6085507903,o3,2002,55.46018759,CA,37.30286396,-122.0101889
6085506802,o3,2002,55.45996511,CA,37.24706571,-121.9360315
6001422400,o3,2002,55.45890715,CA,37.87522336,-122.2691949
6081609400,o3,2002,55.45373789,CA,37.49397688,-122.2622855
6013360101,o3,2002,55.44973982,CA,37.98123807,-122.287906
6085503003,o3,2002,55.44861063,CA,37.26690977,-121.8859033
6013348000,o3,2002,55.44781772,CA,37.90082638,-122.1302738
6085502800,o3,2002,55.4471864,CA,37.25545931,-121.9221177
6001400400,o3,2002,55.44675285,CA,37.84845506,-122.2572074
6001404101,o3,2002,55.44122783,CA,37.83035388,-122.2506647
6081606900,o3,2002,55.44056413,CA,37.52136522,-122.3457397
6085502908,o3,2002,55.4403057,CA,37.25928151,-121.9087742
6001400300,o3,2002,55.43871192,CA,37.84026306,-122.2543942
6085504505,o3,2002,55.4321354,CA,37.41006777,-121.9064233
6085502907,o3,2002,55.43129767,CA,37.26363336,-121.897419
6001403900,o3,2002,55.42695159,CA,37.81738242,-122.2490884
6001404000,o3,2002,55.42492079,CA,37.82244353,-122.252563
6001404102,o3,2002,55.42400876,CA,37.82582957,-122.2509974
6013359202,o3,2002,55.42362731,CA,37.98802653,-122.2712191
6085504308,o3,2002,55.42033973,CA,37.40347717,-121.838031
6001405200,o3,2002,55.41988712,CA,37.80511501,-122.2447163
6085504320,o3,2002,55.41947089,CA,37.40332466,-121.8712508
6081609800,o3,2002,55.41665247,CA,37.47155828,-122.2515543
6001423500,o3,2002,55.41543804,CA,37.85912633,-122.2679455
6001421300,o3,2002,55.41418405,CA,37.89113444,-122.2817172
6085505006,o3,2002,55.41283109,CA,37.4005521,-121.9236034
6001403800,o3,2002,55.41281332,CA,37.81448333,-122.2423447
6001400500,o3,2002,55.41280765,CA,37.84894035,-122.2647091
6085507203,o3,2002,55.41158549,CA,37.25182063,-121.9642743
6001423901,o3,2002,55.41157248,CA,37.85266822,-122.2666213
6085503002,o3,2002,55.41155585,CA,37.27644167,-121.8880548
6085509201,o3,2002,55.41114039,CA,37.40027997,-122.0745158
6001421800,o3,2002,55.40969706,CA,37.87998665,-122.2778774
6085507905,o3,2002,55.40962358,CA,37.30307118,-122.0287669
6085504602,o3,2002,55.40808461,CA,37.427541,-121.9702766
6085509801,o3,2002,55.40722376,CA,37.38482078,-122.0937806
6001442000,o3,2002,55.40691684,CA,37.5566542,-121.9445109
6001403600,o3,2002,55.40673162,CA,37.8134278,-122.2539862
6085507906,o3,2002,55.40663056,CA,37.30201742,-122.0190496
6001401200,o3,2002,55.40237074,CA,37.8309959,-122.2581018
6001403502,o3,2002,55.40209799,CA,37.8160324,-122.25699
6013307202,o3,2002,55.40068535,CA,38.00393926,-121.8274027
6081611200,o3,2002,55.40064918,CA,37.45632785,-122.2345471
6001422300,o3,2002,55.40007151,CA,37.87398347,-122.2775066
6001400600,o3,2002,55.39953908,CA,37.84223826,-122.264895
6085505100,o3,2002,55.39533713,CA,37.36265616,-121.9122887
6081606800,o3,2002,55.39475615,CA,37.52706033,-122.3367523
6001442200,o3,2002,55.39339497,CA,37.53753283,-121.9420932
6085503001,o3,2002,55.3931429,CA,37.28404979,-121.892235
6013345105,o3,2002,55.39247225,CA,37.79610305,-121.9792148
6013309000,o3,2002,55.39014605,CA,38.03316572,-121.8846579
6001401100,o3,2002,55.38919589,CA,37.82995931,-122.2634675
6001423000,o3,2002,55.38846249,CA,37.86702254,-122.2770673
6085502902,o3,2002,55.38821994,CA,37.27328553,-121.9154268
6085507205,o3,2002,55.38582851,CA,37.25829989,-121.9823169
6075023102,o3,2002,55.38480914,CA,37.73410164,-122.384613
6085502901,o3,2002,55.38255759,CA,37.271609,-121.9272703
6085500300,o3,2002,55.38243312,CA,37.33138318,-121.9075838
6085502903,o3,2002,55.38155235,CA,37.2773425,-121.9047206
6081611300,o3,2002,55.38140387,CA,37.453967,-122.2247467
6085500600,o3,2002,55.37904424,CA,37.33374285,-121.9139762
6085502701,o3,2002,55.37780451,CA,37.27105334,-121.9376524
6013312000,o3,2002,55.37759708,CA,38.01691309,-121.875144
6085502302,o3,2002,55.37748284,CA,37.30893609,-121.9086143
6001405301,o3,2002,55.37741948,CA,37.80222301,-122.2513123
6001403501,o3,2002,55.37592389,CA,37.81732627,-122.2597853
6001423400,o3,2002,55.3753447,CA,37.85819959,-122.2758711
6001403701,o3,2002,55.37496637,CA,37.81137445,-122.2580425
6013390200,o3,2002,55.37287411,CA,37.90363147,-122.2908976
6085500400,o3,2002,55.37124922,CA,37.34046433,-121.9223271
6001400700,o3,2002,55.37100435,CA,37.84172563,-122.2721495
6085502002,o3,2002,55.3708884,CA,37.31987522,-121.919559
6085505007,o3,2002,55.36955092,CA,37.38862704,-121.9472231
6001424001,o3,2002,55.36911208,CA,37.85029621,-122.2747758
6085505203,o3,2002,55.36860923,CA,37.34631354,-121.9324496
6001403702,o3,2002,55.36833266,CA,37.80938585,-122.2534629
6085504805,o3,2002,55.36784749,CA,37.40295718,-122.0039352
6085503123,o3,2002,55.36759849,CA,37.29820195,-121.8778192
6085505600,o3,2002,55.36695188,CA,37.34982966,-121.9448013
6001441100,o3,2002,55.36667651,CA,37.5775795,-121.968614
6085507904,o3,2002,55.36582649,CA,37.30281776,-122.0017927
6001442302,o3,2002,55.36572285,CA,37.53612009,-121.9614346
6001401000,o3,2002,55.3653674,CA,37.83125231,-122.2721124
6013313203,o3,2002,55.36258454,CA,38.01378901,-121.9299677
